#Species_compared	Gene_pairs	COCCO protein total = 9839
COCCO.vs.AUXENO.gap5.clusters	271
COCCO.vs.BATHY.gap5.clusters	8
COCCO.vs.CCMP.gap5.clusters	49
COCCO.vs.CHLAMY.gap5.clusters	18
COCCO.vs.CHLORELLA.gap5.clusters	274
COCCO.vs.COCCO.gap5.clusters	9607
COCCO.vs.GONIUM.gap5.clusters	21
COCCO.vs.HELICO.gap5.clusters	39
COCCO.vs.KLEBS.gap5.clusters	22
COCCO.vs.MCOMMODA.gap5.clusters	6
COCCO.vs.MPUSI.gap5.clusters	3
COCCO.vs.OLUCI.gap5.clusters	12
COCCO.vs.OTAURI.gap5.clusters	12
COCCO.vs.VOLVOX.gap5.clusters	22
