#Species_compared	Gene_pairs	BATHY protein total = 7876
BATHY.vs.AUXENO.gap5.clusters	1
BATHY.vs.BATHY.gap5.clusters	7737
BATHY.vs.CCMP.gap5.clusters	5
BATHY.vs.CHLAMY.gap5.clusters	1
BATHY.vs.CHLORELLA.gap5.clusters	2
BATHY.vs.COCCO.gap5.clusters	3
BATHY.vs.GONIUM.gap5.clusters	2
BATHY.vs.HELICO.gap5.clusters	1
BATHY.vs.KLEBS.gap5.clusters	7
BATHY.vs.MCOMMODA.gap5.clusters	1354
BATHY.vs.MPUSI.gap5.clusters	1385
BATHY.vs.OLUCI.gap5.clusters	3153
BATHY.vs.OTAURI.gap5.clusters	2749
BATHY.vs.VOLVOX.gap5.clusters	3
