#Species_compared	Gene_pairs	KLEBS protein total = 16132
KLEBS.vs.AUXENO.gap10.clusters	23
KLEBS.vs.BATHY.gap10.clusters	10
KLEBS.vs.CCMP.gap10.clusters	32
KLEBS.vs.CHLAMY.gap10.clusters	7
KLEBS.vs.CHLORELLA.gap10.clusters	24
KLEBS.vs.COCCO.gap10.clusters	29
KLEBS.vs.GONIUM.gap10.clusters	17
KLEBS.vs.HELICO.gap10.clusters	3
KLEBS.vs.KLEBS.gap10.clusters	14431
KLEBS.vs.MCOMMODA.gap10.clusters	10
KLEBS.vs.MPUSI.gap10.clusters	9
KLEBS.vs.OLUCI.gap10.clusters	7
KLEBS.vs.OTAURI.gap10.clusters	6
KLEBS.vs.VOLVOX.gap10.clusters	7
