#Species_compared	Gene_pairs	GONIUM protein total = 16290
GONIUM.vs.AUXENO.gap10.clusters	23
GONIUM.vs.BATHY.gap10.clusters	43
GONIUM.vs.CCMP.gap10.clusters	22
GONIUM.vs.CHLAMY.gap10.clusters	3963
GONIUM.vs.CHLORELLA.gap10.clusters	30
GONIUM.vs.COCCO.gap10.clusters	46
GONIUM.vs.GONIUM.gap10.clusters	15226
GONIUM.vs.HELICO.gap10.clusters	2
GONIUM.vs.KLEBS.gap10.clusters	33
GONIUM.vs.MCOMMODA.gap10.clusters	13
GONIUM.vs.MPUSI.gap10.clusters	7
GONIUM.vs.OLUCI.gap10.clusters	4
GONIUM.vs.OTAURI.gap10.clusters	35
GONIUM.vs.VOLVOX.gap10.clusters	4330
