#Species_compared	Gene_pairs	MPUSI protein total = 9895
MPUSI.vs.AUXENO.gap5.clusters	4
MPUSI.vs.BATHY.gap5.clusters	1396
MPUSI.vs.CCMP.gap5.clusters	14
MPUSI.vs.CHLAMY.gap5.clusters	1
MPUSI.vs.CHLORELLA.gap5.clusters	6
MPUSI.vs.COCCO.gap5.clusters	8
MPUSI.vs.GONIUM.gap5.clusters	1
MPUSI.vs.HELICO.gap5.clusters	0
MPUSI.vs.KLEBS.gap5.clusters	5
MPUSI.vs.MCOMMODA.gap5.clusters	5808
MPUSI.vs.MPUSI.gap5.clusters	9827
MPUSI.vs.OLUCI.gap5.clusters	1663
MPUSI.vs.OTAURI.gap5.clusters	1458
MPUSI.vs.VOLVOX.gap5.clusters	3
