#Species_compared	Gene_pairs	CHLORELLA protein total = 9780
CHLORELLA.vs.AUXENO.gap1.clusters	1557
CHLORELLA.vs.BATHY.gap1.clusters	11
CHLORELLA.vs.CCMP.gap1.clusters	23
CHLORELLA.vs.CHLAMY.gap1.clusters	17
CHLORELLA.vs.CHLORELLA.gap1.clusters	9469
CHLORELLA.vs.COCCO.gap1.clusters	249
CHLORELLA.vs.GONIUM.gap1.clusters	24
CHLORELLA.vs.HELICO.gap1.clusters	275
CHLORELLA.vs.KLEBS.gap1.clusters	14
CHLORELLA.vs.MCOMMODA.gap1.clusters	4
CHLORELLA.vs.MPUSI.gap1.clusters	3
CHLORELLA.vs.OLUCI.gap1.clusters	6
CHLORELLA.vs.OTAURI.gap1.clusters	7
CHLORELLA.vs.VOLVOX.gap1.clusters	22
