### Protein	3DFI name	plDDT score	AlphaFold ranked name	AlphaFold unranked name
ECU04_0570	ECU04_0570-m1.pdb	85.44884901519256	ranked_0.pdb	unrelaxed_model_3.pdb
ECU04_0570	ECU04_0570-m2.pdb	84.53886467159164	ranked_1.pdb	unrelaxed_model_5.pdb
ECU04_0570	ECU04_0570-m3.pdb	84.4029566070258	ranked_2.pdb	unrelaxed_model_2.pdb
ECU04_0570	ECU04_0570-m4.pdb	83.92790018764981	ranked_3.pdb	unrelaxed_model_1.pdb
ECU04_0570	ECU04_0570-m5.pdb	82.58729171203373	ranked_4.pdb	unrelaxed_model_4.pdb
ECU04_0575	ECU04_0575-m1.pdb	89.16689131319507	ranked_0.pdb	unrelaxed_model_1.pdb
ECU04_0575	ECU04_0575-m2.pdb	88.94087357398432	ranked_1.pdb	unrelaxed_model_3.pdb
ECU04_0575	ECU04_0575-m3.pdb	86.2394930997503	ranked_2.pdb	unrelaxed_model_2.pdb
ECU04_0575	ECU04_0575-m4.pdb	84.07965492250685	ranked_3.pdb	unrelaxed_model_4.pdb
ECU04_0575	ECU04_0575-m5.pdb	82.01114317112275	ranked_4.pdb	unrelaxed_model_5.pdb
ECU04_0580	ECU04_0580-m1.pdb	92.73427649636322	ranked_0.pdb	unrelaxed_model_2.pdb
ECU04_0580	ECU04_0580-m2.pdb	92.57586757060848	ranked_1.pdb	unrelaxed_model_1.pdb
ECU04_0580	ECU04_0580-m3.pdb	92.32305783889713	ranked_2.pdb	unrelaxed_model_3.pdb
ECU04_0580	ECU04_0580-m4.pdb	92.27228752638999	ranked_3.pdb	unrelaxed_model_4.pdb
ECU04_0580	ECU04_0580-m5.pdb	91.51797407378074	ranked_4.pdb	unrelaxed_model_5.pdb
ECU04_0590	ECU04_0590-m1.pdb	87.98147274017914	ranked_0.pdb	unrelaxed_model_4.pdb
ECU04_0590	ECU04_0590-m2.pdb	87.2900411956414	ranked_1.pdb	unrelaxed_model_3.pdb
ECU04_0590	ECU04_0590-m3.pdb	86.65965239431684	ranked_2.pdb	unrelaxed_model_2.pdb
ECU04_0590	ECU04_0590-m4.pdb	86.49062971217222	ranked_3.pdb	unrelaxed_model_1.pdb
ECU04_0590	ECU04_0590-m5.pdb	84.71010547815575	ranked_4.pdb	unrelaxed_model_5.pdb
ECU04_0600	ECU04_0600-m1.pdb	95.59518581545402	ranked_0.pdb	unrelaxed_model_5.pdb
ECU04_0600	ECU04_0600-m2.pdb	95.44022381834162	ranked_1.pdb	unrelaxed_model_3.pdb
ECU04_0600	ECU04_0600-m3.pdb	95.23606006182804	ranked_2.pdb	unrelaxed_model_2.pdb
ECU04_0600	ECU04_0600-m4.pdb	95.22269467948281	ranked_3.pdb	unrelaxed_model_1.pdb
ECU04_0600	ECU04_0600-m5.pdb	95.12329254994786	ranked_4.pdb	unrelaxed_model_4.pdb
ECU04_0610	ECU04_0610-m1.pdb	88.66692435010845	ranked_0.pdb	unrelaxed_model_3.pdb
ECU04_0610	ECU04_0610-m2.pdb	88.25665844900196	ranked_1.pdb	unrelaxed_model_5.pdb
ECU04_0610	ECU04_0610-m3.pdb	87.67845127303477	ranked_2.pdb	unrelaxed_model_1.pdb
ECU04_0610	ECU04_0610-m4.pdb	87.63021369506275	ranked_3.pdb	unrelaxed_model_2.pdb
ECU04_0610	ECU04_0610-m5.pdb	86.91485367116404	ranked_4.pdb	unrelaxed_model_4.pdb
ECU04_0620	ECU04_0620-m1.pdb	94.26774314289129	ranked_0.pdb	unrelaxed_model_3.pdb
ECU04_0620	ECU04_0620-m2.pdb	93.85426471329313	ranked_1.pdb	unrelaxed_model_4.pdb
ECU04_0620	ECU04_0620-m3.pdb	92.98564304889027	ranked_2.pdb	unrelaxed_model_2.pdb
ECU04_0620	ECU04_0620-m4.pdb	92.8976177571238	ranked_3.pdb	unrelaxed_model_1.pdb
ECU04_0620	ECU04_0620-m5.pdb	92.86695753004	ranked_4.pdb	unrelaxed_model_5.pdb
ECU04_0630	ECU04_0630-m1.pdb	91.48859791690366	ranked_0.pdb	unrelaxed_model_3.pdb
ECU04_0630	ECU04_0630-m2.pdb	91.29964308600557	ranked_1.pdb	unrelaxed_model_2.pdb
ECU04_0630	ECU04_0630-m3.pdb	91.2986759869276	ranked_2.pdb	unrelaxed_model_1.pdb
ECU04_0630	ECU04_0630-m4.pdb	91.21291690086693	ranked_3.pdb	unrelaxed_model_5.pdb
ECU04_0630	ECU04_0630-m5.pdb	90.99808991544184	ranked_4.pdb	unrelaxed_model_4.pdb
ECU04_0640	ECU04_0640-m1.pdb	91.53990281620088	ranked_0.pdb	unrelaxed_model_2.pdb
ECU04_0640	ECU04_0640-m2.pdb	91.11518743203199	ranked_1.pdb	unrelaxed_model_1.pdb
ECU04_0640	ECU04_0640-m3.pdb	88.23175585951824	ranked_2.pdb	unrelaxed_model_3.pdb
ECU04_0640	ECU04_0640-m4.pdb	87.37208313662768	ranked_3.pdb	unrelaxed_model_5.pdb
ECU04_0640	ECU04_0640-m5.pdb	85.92759691562644	ranked_4.pdb	unrelaxed_model_4.pdb
ECU04_0650	ECU04_0650-m1.pdb	80.54949182456066	ranked_0.pdb	unrelaxed_model_2.pdb
ECU04_0650	ECU04_0650-m2.pdb	78.90472165670892	ranked_1.pdb	unrelaxed_model_3.pdb
ECU04_0650	ECU04_0650-m3.pdb	75.1972441030928	ranked_2.pdb	unrelaxed_model_4.pdb
ECU04_0650	ECU04_0650-m4.pdb	73.27972914648367	ranked_3.pdb	unrelaxed_model_5.pdb
ECU04_0650	ECU04_0650-m5.pdb	73.22002015181103	ranked_4.pdb	unrelaxed_model_1.pdb
ECU04_0660	ECU04_0660-m1.pdb	82.14215473384591	ranked_0.pdb	unrelaxed_model_1.pdb
ECU04_0660	ECU04_0660-m2.pdb	80.38330185851179	ranked_1.pdb	unrelaxed_model_3.pdb
ECU04_0660	ECU04_0660-m3.pdb	79.80163428927563	ranked_2.pdb	unrelaxed_model_2.pdb
ECU04_0660	ECU04_0660-m4.pdb	78.7365797438514	ranked_3.pdb	unrelaxed_model_5.pdb
ECU04_0660	ECU04_0660-m5.pdb	76.68403582529882	ranked_4.pdb	unrelaxed_model_4.pdb
ECU04_0670	ECU04_0670-m1.pdb	88.67549232787623	ranked_0.pdb	unrelaxed_model_1.pdb
ECU04_0670	ECU04_0670-m2.pdb	87.93865810001752	ranked_1.pdb	unrelaxed_model_3.pdb
ECU04_0670	ECU04_0670-m3.pdb	87.87722264744936	ranked_2.pdb	unrelaxed_model_4.pdb
ECU04_0670	ECU04_0670-m4.pdb	86.92445068526186	ranked_3.pdb	unrelaxed_model_2.pdb
ECU04_0670	ECU04_0670-m5.pdb	85.42328796422416	ranked_4.pdb	unrelaxed_model_5.pdb
ECU04_0680	ECU04_0680-m1.pdb	77.72851648498977	ranked_0.pdb	unrelaxed_model_4.pdb
ECU04_0680	ECU04_0680-m2.pdb	77.3451968577995	ranked_1.pdb	unrelaxed_model_2.pdb
ECU04_0680	ECU04_0680-m3.pdb	77.110732925918	ranked_2.pdb	unrelaxed_model_1.pdb
ECU04_0680	ECU04_0680-m4.pdb	76.89034955224858	ranked_3.pdb	unrelaxed_model_3.pdb
ECU04_0680	ECU04_0680-m5.pdb	76.48926532388617	ranked_4.pdb	unrelaxed_model_5.pdb
ECU04_0690	ECU04_0690-m1.pdb	54.555619249598514	ranked_0.pdb	unrelaxed_model_1.pdb
ECU04_0690	ECU04_0690-m2.pdb	53.35178137193238	ranked_1.pdb	unrelaxed_model_3.pdb
ECU04_0690	ECU04_0690-m3.pdb	50.902209345100744	ranked_2.pdb	unrelaxed_model_4.pdb
ECU04_0690	ECU04_0690-m4.pdb	49.86098569513788	ranked_3.pdb	unrelaxed_model_2.pdb
ECU04_0690	ECU04_0690-m5.pdb	47.52146633224458	ranked_4.pdb	unrelaxed_model_5.pdb
ECU04_0700	ECU04_0700-m1.pdb	95.78580853173567	ranked_0.pdb	unrelaxed_model_2.pdb
ECU04_0700	ECU04_0700-m2.pdb	95.53376224897276	ranked_1.pdb	unrelaxed_model_1.pdb
ECU04_0700	ECU04_0700-m3.pdb	95.39557623280132	ranked_2.pdb	unrelaxed_model_3.pdb
ECU04_0700	ECU04_0700-m4.pdb	95.18554739403655	ranked_3.pdb	unrelaxed_model_4.pdb
ECU04_0700	ECU04_0700-m5.pdb	94.94220062993861	ranked_4.pdb	unrelaxed_model_5.pdb
ECU04_0710	ECU04_0710-m1.pdb	75.23375317356768	ranked_0.pdb	unrelaxed_model_1.pdb
ECU04_0710	ECU04_0710-m2.pdb	73.04938690470861	ranked_1.pdb	unrelaxed_model_2.pdb
ECU04_0710	ECU04_0710-m3.pdb	72.40433749805246	ranked_2.pdb	unrelaxed_model_4.pdb
ECU04_0710	ECU04_0710-m4.pdb	71.79825199806214	ranked_3.pdb	unrelaxed_model_3.pdb
ECU04_0710	ECU04_0710-m5.pdb	71.50487717747517	ranked_4.pdb	unrelaxed_model_5.pdb
ECU04_0715	ECU04_0715-m1.pdb	42.50872023137315	ranked_0.pdb	unrelaxed_model_1.pdb
ECU04_0715	ECU04_0715-m2.pdb	41.83255404202626	ranked_1.pdb	unrelaxed_model_2.pdb
ECU04_0715	ECU04_0715-m3.pdb	41.131986766133146	ranked_2.pdb	unrelaxed_model_5.pdb
ECU04_0715	ECU04_0715-m4.pdb	39.36339185246291	ranked_3.pdb	unrelaxed_model_3.pdb
ECU04_0715	ECU04_0715-m5.pdb	38.78443602472204	ranked_4.pdb	unrelaxed_model_4.pdb
ECU04_0720	ECU04_0720-m1.pdb	90.62341399466935	ranked_0.pdb	unrelaxed_model_4.pdb
ECU04_0720	ECU04_0720-m2.pdb	89.95263829274012	ranked_1.pdb	unrelaxed_model_5.pdb
ECU04_0720	ECU04_0720-m3.pdb	89.93941511530495	ranked_2.pdb	unrelaxed_model_1.pdb
ECU04_0720	ECU04_0720-m4.pdb	89.80160949409886	ranked_3.pdb	unrelaxed_model_2.pdb
ECU04_0720	ECU04_0720-m5.pdb	89.75858403806515	ranked_4.pdb	unrelaxed_model_3.pdb
ECU04_0725	ECU04_0725-m1.pdb	88.22919114945468	ranked_0.pdb	unrelaxed_model_3.pdb
ECU04_0725	ECU04_0725-m2.pdb	88.02273973711188	ranked_1.pdb	unrelaxed_model_1.pdb
ECU04_0725	ECU04_0725-m3.pdb	87.27733787482086	ranked_2.pdb	unrelaxed_model_2.pdb
ECU04_0725	ECU04_0725-m4.pdb	85.87143184105183	ranked_3.pdb	unrelaxed_model_4.pdb
ECU04_0725	ECU04_0725-m5.pdb	85.4888937344085	ranked_4.pdb	unrelaxed_model_5.pdb
ECU04_0730	ECU04_0730-m1.pdb	96.72235505012009	ranked_0.pdb	unrelaxed_model_5.pdb
ECU04_0730	ECU04_0730-m2.pdb	96.53772184824713	ranked_1.pdb	unrelaxed_model_1.pdb
ECU04_0730	ECU04_0730-m3.pdb	96.52006295660189	ranked_2.pdb	unrelaxed_model_2.pdb
ECU04_0730	ECU04_0730-m4.pdb	96.48079212983437	ranked_3.pdb	unrelaxed_model_3.pdb
ECU04_0730	ECU04_0730-m5.pdb	96.33800686728617	ranked_4.pdb	unrelaxed_model_4.pdb
ECU04_0740	ECU04_0740-m1.pdb	79.72019969471295	ranked_0.pdb	unrelaxed_model_2.pdb
ECU04_0740	ECU04_0740-m2.pdb	79.57091246611535	ranked_1.pdb	unrelaxed_model_3.pdb
ECU04_0740	ECU04_0740-m3.pdb	78.41526514704243	ranked_2.pdb	unrelaxed_model_1.pdb
ECU04_0740	ECU04_0740-m4.pdb	78.07141789456821	ranked_3.pdb	unrelaxed_model_4.pdb
ECU04_0740	ECU04_0740-m5.pdb	76.94733459241324	ranked_4.pdb	unrelaxed_model_5.pdb
ECU04_0750	ECU04_0750-m1.pdb	94.46802597365053	ranked_0.pdb	unrelaxed_model_3.pdb
ECU04_0750	ECU04_0750-m2.pdb	94.41151792679462	ranked_1.pdb	unrelaxed_model_2.pdb
ECU04_0750	ECU04_0750-m3.pdb	94.16982382881724	ranked_2.pdb	unrelaxed_model_1.pdb
ECU04_0750	ECU04_0750-m4.pdb	93.72292297204888	ranked_3.pdb	unrelaxed_model_5.pdb
ECU04_0750	ECU04_0750-m5.pdb	93.65944314662666	ranked_4.pdb	unrelaxed_model_4.pdb
ECU04_0760	ECU04_0760-m1.pdb	78.19067440545052	ranked_0.pdb	unrelaxed_model_1.pdb
ECU04_0760	ECU04_0760-m2.pdb	77.50495041231602	ranked_1.pdb	unrelaxed_model_2.pdb
ECU04_0760	ECU04_0760-m3.pdb	76.34498878192761	ranked_2.pdb	unrelaxed_model_4.pdb
ECU04_0760	ECU04_0760-m4.pdb	74.55675488486145	ranked_3.pdb	unrelaxed_model_5.pdb
ECU04_0760	ECU04_0760-m5.pdb	73.96438058124768	ranked_4.pdb	unrelaxed_model_3.pdb
ECU04_0770	ECU04_0770-m1.pdb	64.49688966403488	ranked_0.pdb	unrelaxed_model_1.pdb
ECU04_0770	ECU04_0770-m2.pdb	63.901221205097215	ranked_1.pdb	unrelaxed_model_2.pdb
ECU04_0770	ECU04_0770-m3.pdb	61.82716231858159	ranked_2.pdb	unrelaxed_model_4.pdb
ECU04_0770	ECU04_0770-m4.pdb	61.73879833399687	ranked_3.pdb	unrelaxed_model_5.pdb
ECU04_0770	ECU04_0770-m5.pdb	59.66866412477122	ranked_4.pdb	unrelaxed_model_3.pdb
ECU04_0780	ECU04_0780-m1.pdb	88.93769593602951	ranked_0.pdb	unrelaxed_model_3.pdb
ECU04_0780	ECU04_0780-m2.pdb	87.12154178115719	ranked_1.pdb	unrelaxed_model_1.pdb
ECU04_0780	ECU04_0780-m3.pdb	86.00120738747304	ranked_2.pdb	unrelaxed_model_2.pdb
ECU04_0780	ECU04_0780-m4.pdb	84.29961857237275	ranked_3.pdb	unrelaxed_model_4.pdb
ECU04_0780	ECU04_0780-m5.pdb	84.1277854641084	ranked_4.pdb	unrelaxed_model_5.pdb
ECU04_0790	ECU04_0790-m1.pdb	90.80933739213462	ranked_0.pdb	unrelaxed_model_4.pdb
ECU04_0790	ECU04_0790-m2.pdb	90.43307020361465	ranked_1.pdb	unrelaxed_model_3.pdb
ECU04_0790	ECU04_0790-m3.pdb	89.7455161240326	ranked_2.pdb	unrelaxed_model_1.pdb
ECU04_0790	ECU04_0790-m4.pdb	89.29899193463619	ranked_3.pdb	unrelaxed_model_2.pdb
ECU04_0790	ECU04_0790-m5.pdb	88.59497301765934	ranked_4.pdb	unrelaxed_model_5.pdb
ECU04_0800	ECU04_0800-m1.pdb	84.47446241277649	ranked_0.pdb	unrelaxed_model_3.pdb
ECU04_0800	ECU04_0800-m2.pdb	83.58173039688239	ranked_1.pdb	unrelaxed_model_1.pdb
ECU04_0800	ECU04_0800-m3.pdb	83.0390384523237	ranked_2.pdb	unrelaxed_model_2.pdb
ECU04_0800	ECU04_0800-m4.pdb	80.47964367956712	ranked_3.pdb	unrelaxed_model_5.pdb
ECU04_0800	ECU04_0800-m5.pdb	78.97744941544563	ranked_4.pdb	unrelaxed_model_4.pdb
ECU04_0810	ECU04_0810-m1.pdb	87.32650623154214	ranked_0.pdb	unrelaxed_model_4.pdb
ECU04_0810	ECU04_0810-m2.pdb	86.93416954809685	ranked_1.pdb	unrelaxed_model_3.pdb
ECU04_0810	ECU04_0810-m3.pdb	86.53972528088511	ranked_2.pdb	unrelaxed_model_2.pdb
ECU04_0810	ECU04_0810-m4.pdb	85.31280277488823	ranked_3.pdb	unrelaxed_model_1.pdb
ECU04_0810	ECU04_0810-m5.pdb	82.08126342192459	ranked_4.pdb	unrelaxed_model_5.pdb
ECU04_0820	ECU04_0820-m1.pdb	82.62516015842318	ranked_0.pdb	unrelaxed_model_1.pdb
ECU04_0820	ECU04_0820-m2.pdb	81.49294392620871	ranked_1.pdb	unrelaxed_model_5.pdb
ECU04_0820	ECU04_0820-m3.pdb	81.17701864643844	ranked_2.pdb	unrelaxed_model_2.pdb
ECU04_0820	ECU04_0820-m4.pdb	80.63337769937952	ranked_3.pdb	unrelaxed_model_3.pdb
ECU04_0820	ECU04_0820-m5.pdb	80.25542855638834	ranked_4.pdb	unrelaxed_model_4.pdb
ECU04_0830	ECU04_0830-m1.pdb	81.6831915243611	ranked_0.pdb	unrelaxed_model_4.pdb
ECU04_0830	ECU04_0830-m2.pdb	80.86035246800239	ranked_1.pdb	unrelaxed_model_3.pdb
ECU04_0830	ECU04_0830-m3.pdb	80.10024905904118	ranked_2.pdb	unrelaxed_model_2.pdb
ECU04_0830	ECU04_0830-m4.pdb	78.92390023723459	ranked_3.pdb	unrelaxed_model_1.pdb
ECU04_0830	ECU04_0830-m5.pdb	77.5359754320703	ranked_4.pdb	unrelaxed_model_5.pdb
ECU04_0840	ECU04_0840-m1.pdb	92.61676738307015	ranked_0.pdb	unrelaxed_model_1.pdb
ECU04_0840	ECU04_0840-m2.pdb	91.95484472086439	ranked_1.pdb	unrelaxed_model_3.pdb
ECU04_0840	ECU04_0840-m3.pdb	91.93613560123092	ranked_2.pdb	unrelaxed_model_5.pdb
ECU04_0840	ECU04_0840-m4.pdb	91.83589602557164	ranked_3.pdb	unrelaxed_model_4.pdb
ECU04_0840	ECU04_0840-m5.pdb	91.55998478652936	ranked_4.pdb	unrelaxed_model_2.pdb
ECU04_0850	ECU04_0850-m1.pdb	77.41931353431727	ranked_0.pdb	unrelaxed_model_1.pdb
ECU04_0850	ECU04_0850-m2.pdb	75.25695755816814	ranked_1.pdb	unrelaxed_model_5.pdb
ECU04_0850	ECU04_0850-m3.pdb	74.83747046340936	ranked_2.pdb	unrelaxed_model_3.pdb
ECU04_0850	ECU04_0850-m4.pdb	74.7389913436311	ranked_3.pdb	unrelaxed_model_4.pdb
ECU04_0850	ECU04_0850-m5.pdb	73.22157262442298	ranked_4.pdb	unrelaxed_model_2.pdb
ECU04_0860	ECU04_0860-m1.pdb	90.5059055037971	ranked_0.pdb	unrelaxed_model_3.pdb
ECU04_0860	ECU04_0860-m2.pdb	88.96270786004743	ranked_1.pdb	unrelaxed_model_5.pdb
ECU04_0860	ECU04_0860-m3.pdb	88.84478313147757	ranked_2.pdb	unrelaxed_model_2.pdb
ECU04_0860	ECU04_0860-m4.pdb	88.73988870161658	ranked_3.pdb	unrelaxed_model_1.pdb
ECU04_0860	ECU04_0860-m5.pdb	88.68237799991469	ranked_4.pdb	unrelaxed_model_4.pdb
ECU04_0870	ECU04_0870-m1.pdb	89.5122516372848	ranked_0.pdb	unrelaxed_model_1.pdb
ECU04_0870	ECU04_0870-m2.pdb	89.31870059392963	ranked_1.pdb	unrelaxed_model_2.pdb
ECU04_0870	ECU04_0870-m3.pdb	89.13651179243203	ranked_2.pdb	unrelaxed_model_3.pdb
ECU04_0870	ECU04_0870-m4.pdb	89.11245079905763	ranked_3.pdb	unrelaxed_model_4.pdb
ECU04_0870	ECU04_0870-m5.pdb	88.65064478667225	ranked_4.pdb	unrelaxed_model_5.pdb
ECU04_0880	ECU04_0880-m1.pdb	79.72450139712446	ranked_0.pdb	unrelaxed_model_1.pdb
ECU04_0880	ECU04_0880-m2.pdb	78.4911628617296	ranked_1.pdb	unrelaxed_model_2.pdb
ECU04_0880	ECU04_0880-m3.pdb	78.07149588631758	ranked_2.pdb	unrelaxed_model_4.pdb
ECU04_0880	ECU04_0880-m4.pdb	78.00142752891787	ranked_3.pdb	unrelaxed_model_5.pdb
ECU04_0880	ECU04_0880-m5.pdb	76.51701162923682	ranked_4.pdb	unrelaxed_model_3.pdb
ECU04_0890	ECU04_0890-m1.pdb	94.00800605835266	ranked_0.pdb	unrelaxed_model_3.pdb
ECU04_0890	ECU04_0890-m2.pdb	93.89859552414484	ranked_1.pdb	unrelaxed_model_1.pdb
ECU04_0890	ECU04_0890-m3.pdb	93.81307090196042	ranked_2.pdb	unrelaxed_model_4.pdb
ECU04_0890	ECU04_0890-m4.pdb	93.40497176534447	ranked_3.pdb	unrelaxed_model_2.pdb
ECU04_0890	ECU04_0890-m5.pdb	93.03705710186406	ranked_4.pdb	unrelaxed_model_5.pdb
ECU04_0900	ECU04_0900-m1.pdb	94.85218846384002	ranked_0.pdb	unrelaxed_model_2.pdb
ECU04_0900	ECU04_0900-m2.pdb	94.22937642695861	ranked_1.pdb	unrelaxed_model_1.pdb
ECU04_0900	ECU04_0900-m3.pdb	93.83387545631253	ranked_2.pdb	unrelaxed_model_4.pdb
ECU04_0900	ECU04_0900-m4.pdb	93.70084593273907	ranked_3.pdb	unrelaxed_model_5.pdb
ECU04_0900	ECU04_0900-m5.pdb	93.55145545141292	ranked_4.pdb	unrelaxed_model_3.pdb
ECU04_0910	ECU04_0910-m1.pdb	85.67683128285243	ranked_0.pdb	unrelaxed_model_3.pdb
ECU04_0910	ECU04_0910-m2.pdb	85.50479751658858	ranked_1.pdb	unrelaxed_model_4.pdb
ECU04_0910	ECU04_0910-m3.pdb	85.17607138626614	ranked_2.pdb	unrelaxed_model_1.pdb
ECU04_0910	ECU04_0910-m4.pdb	84.61065929474009	ranked_3.pdb	unrelaxed_model_2.pdb
ECU04_0910	ECU04_0910-m5.pdb	79.85956081682443	ranked_4.pdb	unrelaxed_model_5.pdb
ECU04_0920	ECU04_0920-m1.pdb	79.49688588513935	ranked_0.pdb	unrelaxed_model_1.pdb
ECU04_0920	ECU04_0920-m2.pdb	79.02076680984146	ranked_1.pdb	unrelaxed_model_5.pdb
ECU04_0920	ECU04_0920-m3.pdb	78.32236911375615	ranked_2.pdb	unrelaxed_model_3.pdb
ECU04_0920	ECU04_0920-m4.pdb	65.86859011354902	ranked_3.pdb	unrelaxed_model_4.pdb
ECU04_0920	ECU04_0920-m5.pdb	62.963016385273775	ranked_4.pdb	unrelaxed_model_2.pdb
ECU04_0925	ECU04_0925-m1.pdb	83.08656884054798	ranked_0.pdb	unrelaxed_model_2.pdb
ECU04_0925	ECU04_0925-m2.pdb	81.82148479216268	ranked_1.pdb	unrelaxed_model_5.pdb
ECU04_0925	ECU04_0925-m3.pdb	81.03319460559584	ranked_2.pdb	unrelaxed_model_1.pdb
ECU04_0925	ECU04_0925-m4.pdb	80.91154734362938	ranked_3.pdb	unrelaxed_model_4.pdb
ECU04_0925	ECU04_0925-m5.pdb	80.52362663432201	ranked_4.pdb	unrelaxed_model_3.pdb
ECU04_0930	ECU04_0930-m1.pdb	78.86427484922814	ranked_0.pdb	unrelaxed_model_1.pdb
ECU04_0930	ECU04_0930-m2.pdb	77.95303363643836	ranked_1.pdb	unrelaxed_model_2.pdb
ECU04_0930	ECU04_0930-m3.pdb	77.5919705956569	ranked_2.pdb	unrelaxed_model_3.pdb
ECU04_0930	ECU04_0930-m4.pdb	76.52830604902239	ranked_3.pdb	unrelaxed_model_5.pdb
ECU04_0930	ECU04_0930-m5.pdb	73.45144297114973	ranked_4.pdb	unrelaxed_model_4.pdb
ECU04_0940	ECU04_0940-m1.pdb	85.04068682855556	ranked_0.pdb	unrelaxed_model_1.pdb
ECU04_0940	ECU04_0940-m2.pdb	84.96630608529176	ranked_1.pdb	unrelaxed_model_3.pdb
ECU04_0940	ECU04_0940-m3.pdb	84.92731192439184	ranked_2.pdb	unrelaxed_model_2.pdb
ECU04_0940	ECU04_0940-m4.pdb	84.10522860399897	ranked_3.pdb	unrelaxed_model_5.pdb
ECU04_0940	ECU04_0940-m5.pdb	83.49415758972592	ranked_4.pdb	unrelaxed_model_4.pdb
ECU04_0950	ECU04_0950-m1.pdb	89.45865407313934	ranked_0.pdb	unrelaxed_model_2.pdb
ECU04_0950	ECU04_0950-m2.pdb	89.41697405276447	ranked_1.pdb	unrelaxed_model_4.pdb
ECU04_0950	ECU04_0950-m3.pdb	89.37699890044857	ranked_2.pdb	unrelaxed_model_3.pdb
ECU04_0950	ECU04_0950-m4.pdb	89.06645472996935	ranked_3.pdb	unrelaxed_model_5.pdb
ECU04_0950	ECU04_0950-m5.pdb	88.65000374618474	ranked_4.pdb	unrelaxed_model_1.pdb
ECU04_0960	ECU04_0960-m1.pdb	84.1630193470138	ranked_0.pdb	unrelaxed_model_1.pdb
ECU04_0960	ECU04_0960-m2.pdb	83.6957301864599	ranked_1.pdb	unrelaxed_model_2.pdb
ECU04_0960	ECU04_0960-m3.pdb	82.3358451412336	ranked_2.pdb	unrelaxed_model_4.pdb
ECU04_0960	ECU04_0960-m4.pdb	82.13437781733057	ranked_3.pdb	unrelaxed_model_5.pdb
ECU04_0960	ECU04_0960-m5.pdb	82.01212607903433	ranked_4.pdb	unrelaxed_model_3.pdb
ECU04_0970	ECU04_0970-m1.pdb	76.46481376178541	ranked_0.pdb	unrelaxed_model_1.pdb
ECU04_0970	ECU04_0970-m2.pdb	76.31470520049776	ranked_1.pdb	unrelaxed_model_3.pdb
ECU04_0970	ECU04_0970-m3.pdb	74.97649829979642	ranked_2.pdb	unrelaxed_model_2.pdb
ECU04_0970	ECU04_0970-m4.pdb	74.56109727942805	ranked_3.pdb	unrelaxed_model_4.pdb
ECU04_0970	ECU04_0970-m5.pdb	74.21773693996775	ranked_4.pdb	unrelaxed_model_5.pdb
ECU04_0980	ECU04_0980-m1.pdb	80.18699178646023	ranked_0.pdb	unrelaxed_model_1.pdb
ECU04_0980	ECU04_0980-m2.pdb	77.6491511806687	ranked_1.pdb	unrelaxed_model_2.pdb
ECU04_0980	ECU04_0980-m3.pdb	77.4851613704663	ranked_2.pdb	unrelaxed_model_4.pdb
ECU04_0980	ECU04_0980-m4.pdb	75.02856586232134	ranked_3.pdb	unrelaxed_model_5.pdb
ECU04_0980	ECU04_0980-m5.pdb	72.45455571147177	ranked_4.pdb	unrelaxed_model_3.pdb
ECU04_0990	ECU04_0990-m1.pdb	68.91789168905264	ranked_0.pdb	unrelaxed_model_5.pdb
ECU04_0990	ECU04_0990-m2.pdb	66.32330534267518	ranked_1.pdb	unrelaxed_model_4.pdb
ECU04_0990	ECU04_0990-m3.pdb	65.6290281179002	ranked_2.pdb	unrelaxed_model_1.pdb
ECU04_0990	ECU04_0990-m4.pdb	65.28659424578045	ranked_3.pdb	unrelaxed_model_3.pdb
ECU04_0990	ECU04_0990-m5.pdb	62.27613262184141	ranked_4.pdb	unrelaxed_model_2.pdb
ECU04_1000	ECU04_1000-m1.pdb	75.10874950457966	ranked_0.pdb	unrelaxed_model_1.pdb
ECU04_1000	ECU04_1000-m2.pdb	73.06593875507825	ranked_1.pdb	unrelaxed_model_4.pdb
ECU04_1000	ECU04_1000-m3.pdb	72.47849121071813	ranked_2.pdb	unrelaxed_model_2.pdb
ECU04_1000	ECU04_1000-m4.pdb	71.94793739618993	ranked_3.pdb	unrelaxed_model_5.pdb
ECU04_1000	ECU04_1000-m5.pdb	71.69533625675884	ranked_4.pdb	unrelaxed_model_3.pdb
ECU04_1005	ECU04_1005-m1.pdb	90.05835064688986	ranked_0.pdb	unrelaxed_model_1.pdb
ECU04_1005	ECU04_1005-m2.pdb	86.8504575473632	ranked_1.pdb	unrelaxed_model_3.pdb
ECU04_1005	ECU04_1005-m3.pdb	86.35522944069467	ranked_2.pdb	unrelaxed_model_2.pdb
ECU04_1005	ECU04_1005-m4.pdb	83.51001956193652	ranked_3.pdb	unrelaxed_model_5.pdb
ECU04_1005	ECU04_1005-m5.pdb	83.32977734269951	ranked_4.pdb	unrelaxed_model_4.pdb
ECU04_1010	ECU04_1010-m1.pdb	82.6102919313133	ranked_0.pdb	unrelaxed_model_2.pdb
ECU04_1010	ECU04_1010-m2.pdb	81.57407819827262	ranked_1.pdb	unrelaxed_model_1.pdb
ECU04_1010	ECU04_1010-m3.pdb	80.80971015653314	ranked_2.pdb	unrelaxed_model_5.pdb
ECU04_1010	ECU04_1010-m4.pdb	80.54021030145863	ranked_3.pdb	unrelaxed_model_4.pdb
