#Species_compared	Gene_pairs	HELICO protein total = 6033
HELICO.vs.AUXENO.gap5.clusters	851
HELICO.vs.BATHY.gap5.clusters	2
HELICO.vs.CCMP.gap5.clusters	6
HELICO.vs.CHLAMY.gap5.clusters	5
HELICO.vs.CHLORELLA.gap5.clusters	369
HELICO.vs.COCCO.gap5.clusters	63
HELICO.vs.GONIUM.gap5.clusters	3
HELICO.vs.HELICO.gap5.clusters	1908
HELICO.vs.KLEBS.gap5.clusters	6
HELICO.vs.MCOMMODA.gap5.clusters	2
HELICO.vs.MPUSI.gap5.clusters	0
HELICO.vs.OLUCI.gap5.clusters	3
HELICO.vs.OTAURI.gap5.clusters	2
HELICO.vs.VOLVOX.gap5.clusters	1
