#Species_compared	Gene_pairs	OLUCI protein total = 7651
OLUCI.vs.AUXENO.gap50.clusters	8
OLUCI.vs.BATHY.gap50.clusters	3463
OLUCI.vs.CCMP.gap50.clusters	17
OLUCI.vs.CHLAMY.gap50.clusters	6
OLUCI.vs.CHLORELLA.gap50.clusters	22
OLUCI.vs.COCCO.gap50.clusters	31
OLUCI.vs.GONIUM.gap50.clusters	8
OLUCI.vs.HELICO.gap50.clusters	1
OLUCI.vs.KLEBS.gap50.clusters	7
OLUCI.vs.MCOMMODA.gap50.clusters	1868
OLUCI.vs.MPUSI.gap50.clusters	1927
OLUCI.vs.OLUCI.gap50.clusters	7147
OLUCI.vs.OTAURI.gap50.clusters	5213
OLUCI.vs.VOLVOX.gap50.clusters	11
