#Species_compared	Gene_pairs	AUXENO protein total = 7014
AUXENO.vs.AUXENO.gap1.clusters	6817
AUXENO.vs.BATHY.gap1.clusters	9
AUXENO.vs.CCMP.gap1.clusters	25
AUXENO.vs.CHLAMY.gap1.clusters	10
AUXENO.vs.CHLORELLA.gap1.clusters	1479
AUXENO.vs.COCCO.gap1.clusters	247
AUXENO.vs.GONIUM.gap1.clusters	17
AUXENO.vs.HELICO.gap1.clusters	610
AUXENO.vs.KLEBS.gap1.clusters	13
AUXENO.vs.MCOMMODA.gap1.clusters	4
AUXENO.vs.MPUSI.gap1.clusters	1
AUXENO.vs.OLUCI.gap1.clusters	3
AUXENO.vs.OTAURI.gap1.clusters	7
AUXENO.vs.VOLVOX.gap1.clusters	15
