#Species_compared	Gene_pairs	OLUCI protein total = 7651
OLUCI.vs.AUXENO.gap5.clusters	2
OLUCI.vs.BATHY.gap5.clusters	3387
OLUCI.vs.CCMP.gap5.clusters	6
OLUCI.vs.CHLAMY.gap5.clusters	1
OLUCI.vs.CHLORELLA.gap5.clusters	11
OLUCI.vs.COCCO.gap5.clusters	20
OLUCI.vs.GONIUM.gap5.clusters	3
OLUCI.vs.HELICO.gap5.clusters	1
OLUCI.vs.KLEBS.gap5.clusters	5
OLUCI.vs.MCOMMODA.gap5.clusters	1754
OLUCI.vs.MPUSI.gap5.clusters	1815
OLUCI.vs.OLUCI.gap5.clusters	7141
OLUCI.vs.OTAURI.gap5.clusters	5171
OLUCI.vs.VOLVOX.gap5.clusters	5
