#Species_compared	Gene_pairs	CHLAMY protein total = 19526
CHLAMY.vs.AUXENO.gap50.clusters	27
CHLAMY.vs.BATHY.gap50.clusters	64
CHLAMY.vs.CCMP.gap50.clusters	57
CHLAMY.vs.CHLAMY.gap50.clusters	17409
CHLAMY.vs.CHLORELLA.gap50.clusters	45
CHLAMY.vs.COCCO.gap50.clusters	85
CHLAMY.vs.GONIUM.gap50.clusters	4178
CHLAMY.vs.HELICO.gap50.clusters	4
CHLAMY.vs.KLEBS.gap50.clusters	36
CHLAMY.vs.MCOMMODA.gap50.clusters	24
CHLAMY.vs.MPUSI.gap50.clusters	17
CHLAMY.vs.OLUCI.gap50.clusters	15
CHLAMY.vs.OTAURI.gap50.clusters	25
CHLAMY.vs.VOLVOX.gap50.clusters	4123
