#Species_compared	Gene_pairs	VOLVOX protein total = 14436
VOLVOX.vs.AUXENO.gap50.clusters	34
VOLVOX.vs.BATHY.gap50.clusters	27
VOLVOX.vs.CCMP.gap50.clusters	29
VOLVOX.vs.CHLAMY.gap50.clusters	4166
VOLVOX.vs.CHLORELLA.gap50.clusters	46
VOLVOX.vs.COCCO.gap50.clusters	64
VOLVOX.vs.GONIUM.gap50.clusters	4479
VOLVOX.vs.HELICO.gap50.clusters	1
VOLVOX.vs.KLEBS.gap50.clusters	12
VOLVOX.vs.MCOMMODA.gap50.clusters	18
VOLVOX.vs.MPUSI.gap50.clusters	17
VOLVOX.vs.OLUCI.gap50.clusters	19
VOLVOX.vs.OTAURI.gap50.clusters	28
VOLVOX.vs.VOLVOX.gap50.clusters	13657
